saving...
saved...Ok
saving...
saved...Ok
saving...
saved...Ok
saving...
saved...Ok
saving...
saved...Ok
saving...
saved...Ok
saving...
saved...Ok
21/04/02 01:55:23,empleos-publicos.pages,SCHEDULE [02:26:24 10:47:32 18:36:30]
21/04/02 01:55:23,computrabajo.pages,SCHEDULE [02:41:58 10:27:32 18:01:23]
21/04/02 01:55:23,bne.pages,SCHEDULE [02:25:44 10:37:40 18:30:29]
21/04/02 01:55:23,compare,SCHEDULE [01:55:24 01:55:27 01:55:30 01:55:33 01:55:36 01:55:39 01:55:42 01:55:45 01:55:4]
21/04/02 01:55:23,computrabajo.read,SCHEDULE [01:55:24 01:55:26 01:55:28 01:55:30 01:55:32 01:55:34 01:55:36 01:55:38 01:55:4]
21/04/02 01:55:23,bne.read,SCHEDULE [01:55:24 01:55:26 01:55:28 01:55:30 01:55:32 01:55:34 01:55:36 01:55:38 01:55:4]
21/04/02 01:55:24,compare,APLICA -> https://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-social-para-ppf-puente-alto-en-puente-alto-DB91BF4DD2DAA07961373E686DCF3405 words:tecnico social  local:Metropolitana, Puente Alto
21/04/02 01:55:27,compare,SIMIL -> https://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-social-para-ppf-puente-alto-en-puente-alto-DB91BF4DD2DAA07961373E686DCF3405:https://www.bne.cl/oferta/2021-028502 : 0.36914816818408863
21/04/02 01:55:29,compare,SIMIL -> https://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-social-para-ppf-puente-alto-en-puente-alto-DB91BF4DD2DAA07961373E686DCF3405:https://www.bne.cl/oferta/2021-026669 : 0.41435503812253655
21/04/02 01:55:32,compare,SIMIL -> https://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-social-para-ppf-puente-alto-en-puente-alto-DB91BF4DD2DAA07961373E686DCF3405:https://www.bne.cl/oferta/2021-021491 : 0.4104335356204164
21/04/02 01:55:36,compare,SIMIL -> https://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-social-para-ppf-puente-alto-en-puente-alto-DB91BF4DD2DAA07961373E686DCF3405:https://www.bne.cl/oferta/2021-026140 : 0.30041874741593577
